33.11082829,40.37572803,-22.65928898,"(0, 1]"
-9.106898265,19.19362011,-22.22625668,Imaginary
27.68151697,-42.90550369,-23.22240318,"(1, 10]"
-20.888098,-2.106285985,26.40108879,"[-10, -1)"
-1.924986003,40.96621772,-19.0765357,"(0, 1]"
0.064339672,34.14831131,44.25895912,"[-10, -1)"
42.7584445,-18.29875503,-15.2642542,"(0, 1]"
-31.08885441,6.794267927,-37.56483907,Imaginary
29.56363243,-2.421686447,-6.069889892,"(0, 1]"
2.899068901,-10.59639539,39.86983725,Imaginary
1.520695829,37.75156504,-13.4279631,"(0, 1]"
6.353278807,-3.841450598,-6.628913379,"(1, 10]"
34.15931274,-16.93430305,-38.98147219,"(1, 10]"
47.04167204,-49.19632789,-39.9504807,"(1, 10]"
-28.19436175,6.615097361,-27.27668421,Imaginary
39.20323949,-17.71787155,-33.06399636,"(1, 10]"
22.73786507,45.53202803,47.2961312,Imaginary
21.01523145,-37.50403677,22.73811439,Imaginary
34.9363856,-5.313588595,-9.469290856,"(0, 1]"
40.3275769,27.1817492,-23.08655074,"(0, 1]"
37.7687329,-36.05874903,-38.010229,"(1, 10]"
6.632902429,7.834677948,-38.1833099,"(1, 10]"
-17.95559471,-14.76283894,24.80914256,"[-10, -1)"
10.46360313,18.27265071,-3.795284497,"(0, 1]"
7.599333815,-46.90046032,19.04976518,"(1, 10]"
-23.39528438,-33.30854704,37.61975985,"[-10, -1)"
40.92907006,-41.07880952,25.77433643,Imaginary
32.9738765,41.57232137,7.726199564,"[-1, 0]"
8.833767571,35.81385533,18.12832215,"[-1, 0]"
27.06289938,-33.85913349,-49.36230956,"(1, 10]"
-35.69472133,24.0711268,-18.04638725,Imaginary
46.28816255,31.43707067,14.62999765,Imaginary
22.59580529,-33.70970945,-1.169922732,"(1, 10]"
-14.28715514,-29.17620073,39.9008769,"[-10, -1)"
-21.127825,-37.16361106,27.49902533,"[-10, -1)"
-15.27027677,1.87278509,-15.93669903,Imaginary
-14.03363707,14.65290652,8.19781427,"[-1, 0]"
-3.558366748,31.84632719,-45.1367391,"(1, 10]"
1.506204996,20.11853442,0.888628126,"[-1, 0]"
42.565495,22.23950189,-31.44407533,"(0, 1]"
37.49315337,-43.10244304,-8.260071724,"(1, 10]"
7.550199102,-40.04288377,5.336897119,"(1, 10]"
-5.423946285,-44.91651684,-7.701621519,"[-10, -1)"
-40.73317876,34.95728124,-6.279971435,"(0, 1]"
40.14190381,-31.74805659,43.80028531,Imaginary
-49.06121051,14.15358396,3.18474266,"[-1, 0]"
-14.17617322,-14.07079149,-25.5739547,Imaginary
-21.2378833,-25.83790891,44.32012608,"[-10, -1)"
-47.16936433,-9.020782937,14.47374948,"[-1, 0]"
-22.48331354,17.75695163,-2.13205637,"(0, 1]"
-26.81950849,3.052030456,-2.248396121,Imaginary
-47.85585997,-25.7450719,-10.90238459,Imaginary
-28.56819716,-26.21555186,-40.41037727,Imaginary
41.25433762,-34.73739175,28.29230002,Imaginary
23.20441245,-40.57448813,-35.50738474,"(1, 10]"
26.79077143,48.00114135,-37.48159388,"(0, 1]"
-23.20407176,-22.66622942,-3.637913352,"[-1, 0]"
4.39897218,5.392256844,-14.76523879,"(1, 10]"
18.04419573,-27.49309369,28.94171232,Imaginary
-8.752256777,-24.10810764,4.760047765,"[-10, -1)"
-6.181835384,4.745154763,-45.15124395,Imaginary
29.77860007,-46.33127736,1.122581517,"(1, 10]"
-12.33118232,34.86419685,43.12365344,"[-1, 0]"
13.81253017,15.2591493,-46.22326398,"(1, 10]"
46.91441115,46.34961633,-15.04838801,"(0, 1]"
39.99866643,-41.00652346,-7.572976581,"(1, 10]"
-27.7260379,-33.16599024,44.37797095,"[-10, -1)"
-5.686556914,-29.36014879,-15.2480865,"[-10, -1)"
2.824608023,10.05621424,37.78950833,Imaginary
-19.02589744,12.28359666,-31.35849926,Imaginary
-22.50232578,-42.32655211,8.763840646,"[-10, -1)"
35.76543813,-38.46363725,19.32043041,Imaginary
-35.9237881,-41.64423517,-40.93640415,Imaginary
-25.81301359,44.50704343,-17.08964016,"(0, 1]"
-28.70021012,-12.75616361,-40.7805064,Imaginary
41.68937498,26.77869318,33.39045965,Imaginary
-9.436538839,-23.56955866,10.13407051,"[-10, -1)"
32.33259851,32.82805205,-13.03390226,"(0, 1]"
36.99704343,-15.98971012,-7.348092778,"(0, 1]"
4.338725321,2.519584576,15.14173462,Imaginary
28.40403194,-47.34257119,38.78217565,Imaginary
-31.98557482,-39.70836594,25.85232574,"[-10, -1)"
30.8840791,47.84887185,41.36365635,Imaginary
-40.13505986,0.283514649,-21.45903417,Imaginary
-39.46483033,33.49226427,-43.34998703,Imaginary
14.82633619,0.624396359,-40.89879129,"(1, 10]"
40.98140699,-40.24657108,-6.763252232,"(1, 10]"
-42.45835517,-31.17802065,-5.956454369,Imaginary
-42.3645691,-6.246635541,-1.789593168,Imaginary
3.975392227,39.70652172,-43.08336927,"(0, 1]"
20.6378886,34.71818447,19.80886625,Imaginary
-2.310377756,-39.50224802,-26.97376083,"[-100, -10)"
-23.05854917,16.84690853,-25.68293937,Imaginary
-15.81331802,21.27328787,-48.00609599,Imaginary
-2.289884707,-38.89579874,21.47660548,"[-100, -10)"
-29.70633537,22.26269505,34.36685723,"[-1, 0]"
45.42423956,-47.58391118,-49.48423985,"(1, 10]"
